a,b,a_flavors,b_flavors,compatibility
celery,zucchini,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,new mown hay@bitter@musty@sulfurous@prune@lemon@powdery@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@acidic@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@woody@storax@almond@balsam@peach@orange,0.022195560887822437
celery,ricotta cheese,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,citrus@musty@spice@herbal@oil@wax@raw@leafy@butter@mint@peppery@harsh@solvent@rubber@ethereal@dry@resinous@strong@lemon@berry@sulfur@alcoholic@potato@fruity@paint@peach,0.009523809523809525
celery,soy sauce,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,,0.014101410141014101
celery,penne pasta,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,,0.012161751292186074
celery,red onion,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@garlic@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,0.033942558746736295
celery,chicken broth,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,,0.03275466754012447
celery,thyme,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,fat@new mown hay@herbal@prune@powdery@ether@citrus@odorless@bitter@butterscotch@woody@smoky@sulfur@strong@berry@lemon@spice@leafy@roasted@nutty@fatty@vanilla@oil@resinous@peppery@carnation@bland@mint@tobacco@honeysuckle@wax@apple@minty@raw@must@camphoraceous@sour@red rose@wood@hawthorne@balsamic@solvent@floral@cherry@green@burnt@butter@jasmin@storax@cedar@almond@peach@orange@musty@sulfurous@magnolia@phenolic@fir needle@grassy@shrimp@sweet@rose@warm@mustard@cooling@malt@coconut@rubber@potato@moss@licorice@pineapple@ethereal@brown@amber@harsh@acidic@spicy@balsam@cultured dairy@lilac,0.05055611729019211
celery,celery,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,1
celery,heavy cream,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,sour@grassy@bitter@bland,0.013328890369876709
celery,cream,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,sour@grassy@bitter@bland,0.012658227848101266
celery,italian seasoning,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,,0.02619047619047619
celery,linguine,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,,0.005333333333333333
celery,shrimp,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,orange@bready@fatty@roast beef@cheesy@floral@fat@sulfurous@coconut@acrylic@solvent@raw@potato@butter@spice@sour@lemon@bean@roast@rancid@burnt@bland@vegetable@alcoholic@chocolate@soap@hazelnut@citrus@ethereal@fennel@phenol@sulfur@strong@egg@peach@caramel@beefy@bitter@oil@grassy@acetone@malt@sweet@cultured dairy@tobacco@sweaty@cabbage,0.014827586206896552
celery,green pepper,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,new mown hay@prune@alkane@powdery@wood@naphthyl@ether@citrus@odorless@bland@butterscotch@bitter@pungent@sulfur@sour@strong@ethereal@berry@caraway@lemon@paint@spice@acrylic@leafy@roasted@chocolate@alcoholic@nutty@vanilla@oil@dry@resinous@hazelnut@peppery@tallow@orange@violet@carnation@tobacco@lime@mint@honeysuckle@apple@hawthorne@chemical@minty@phenol@coconut@must@camphoraceous@butter@caramel@cheesy@herbal@balsamic@solvent@floral@magnolia@cherry@fruity@burnt@fatty@storax@sweat@geranium@almond@peach@musty@sulfurous@apricot@kiwi@wax@bean@rancid@earthy@phenolic@fir needle@soap@apple skin@grassy@ammoniacal@acidic@shrimp@sweet@rose@mustard@alkaline@smoke@malt@rubber@potato@pepper@moss@pineapple@brown@harsh@woody@balsam@cultured dairy,0.04911520404478151
celery,shallot,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sweaty@sour@shrimp@herbal@cabbage@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@peach@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@orange@brown@coconut@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam,0.00989345509893455
celery,scallion,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,0.011877394636015325
heavy cream,garlic,sour@grassy@bitter@bland,bland@new mown hay@prune@powdery@ether@citrus@odorless@butterscotch@bitter@ethereal@sulfur@strong@berry@garlic@roast beef@sulfurous@cabbage@leafy@roasted@sour@nutty@vanilla@oil@peppery@potato@carnation@tobacco@honeysuckle@cherry@apple@spice@minty@mint@camphoraceous@hawthorne@balsamic@solvent@floral@herbal@burnt@butter@storax@vegetable@green@almond@mustard@peach@orange@musty@lemon@magnolia@phenolic@smoke@roast@grassy@shrimp@rose@malt@rubber@moss@pineapple@brown@acidic@woody@balsam@mild,0.04497063142437592
heavy cream,salt,sour@grassy@bitter@bland,bitter@sour@grassy,0.0552730064293254
heavy cream,olive oil,sour@grassy@bitter@bland,,0.047156564474608004
heavy cream,tomato,sour@grassy@bitter@bland,hop_oil@peach@new mown hay@bitter@musty@citrus@sulfurous@prune@wood@lemon@cherry@solvent@wax@caramel@wasabi@powdery@ether@apple@fatty@rancid@earthy@odorless@soap@butterscotch@magnolia@phenolic@pungent@sulfur@oil@strong@berry@egg@tobacco@grassy@nut@acetone@leafy@potato@chocolate@floral@sour@benzaldehyde@raw@phenol@caramellic@shrimp@lactonic@roast beef@herbal@spice@acrylic@sweet@rose@roasted@burnt@coconut@nutty@banana peel@vanilla@mint@flower@resinous@butter@peppery@mustard@orange@oily@violet@carnation@bland@mild@neroli@cooling@honeysuckle@malt@unpleasant@ammonia@hawthorne@bready@minty@rubber@cheesy@medical@fat@camphoraceous@pineapple@alkane@moss@lard@balsamic@lavender@ethereal@fragrant@brown@hazelnut@alcoholic@oriental@harsh@watercress@curry@waxy@acidic@woody@storax@wine@geranium@almond@flat@spicy@balsam@cultured dairy,0.03332936555172003
heavy cream,parmesan,sour@grassy@bitter@bland,hop_oil@peach@fat@apple@berry@musty@herbal@balsamic@sulfurous@solvent@pungent@naphthyl@ether@fresh@ethereal@rancid@earthy@fruity@soap@hazelnut@odorless@acetophenone@sulfur@oil@leafy@sour@fatty@orange@lemon@acetone@sweaty@pineapple@waxy@roast beef@acrylic@cooling@burnt@coconut@alcoholic@nutty@spice@brandy@citrus@phenol@green@tobacco@fermented@roast@tutti frutti@malt@unpleasant@ammonia@hawthorne@lard@bready@truffle@citrus peel@raw@potato@butter@magnolia@strong@strawberry@cheesy@caramel@rubber@rose@dairy@cabbage@faint@must@peppery@yeast@woody@wine@flat@mild@cultured dairy,0.06338176458201726
heavy cream,onion,sour@grassy@bitter@bland,new mown hay@onion@prune@caramel@powdery@naphthyl@ether@citrus@odorless@butterscotch@bitter@ethereal@sulfur@sour@strong@berry@nut@garlic@caramellic@cabbage@leafy@roasted@spice@nutty@vanilla@oil@peppery@sulfurous@carnation@bland@tobacco@honeysuckle@apple@minty@cheesy@mint@cream@coconut@camphoraceous@hawthorne@balsamic@solvent@waxy@watercress@floral@cherry@herbal@burnt@butter@fatty@storax@almond@mustard@peach@orange@musty@lemon@soap@magnolia@phenolic@smoke@egg@grassy@acidic@shrimp@rose@alcoholic@phenol@malt@earthy@rubber@potato@moss@acetic@pineapple@vegetable@fragrant@brown@horseradish@radish@woody@balsam@grass,0.03760371469894192
heavy cream,pepper,sour@grassy@bitter@bland,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,0.04933213144308776
heavy cream,basil,sour@grassy@bitter@bland,new mown hay@herbal@prune@powdery@wood@ether@strawberry@citrus@camphor@odorless@butterscotch@bitter@smoky@sulfur@clove@strong@peach@berry@jasmin@lemon@spicy@phenol@vanilla@spice@acrylic@leafy@apple@roasted@floral@burnt@sour@nutty@woody@oil@resinous@peppery@carnation@violet@bland@mint@tobacco@honeysuckle@minty@raw@must@camphoraceous@oily@hawthorne@balsamic@solvent@fruity@fresh@cherry@butter@storax@cedar@sweat@anise@fir@almond@wax@orange@musty@sulfurous@sweet@earthy@magnolia@phenolic@fir needle@grassy@shrimp@rose@mustard@wine@cooling@malt@licorice@rubber@potato@fatty@moss@pineapple@ethereal@balsam@fragrant@brown@harsh@acidic,0.036930976597215365
heavy cream,parsley,sour@grassy@bitter@bland,new mown hay@herbal@prune@powdery@minty@wood@ether@citrus@odorless@butterscotch@bitter@plastic@sulfur@strong@berry@lemon@paint@pleasant@caramellic@spice@leafy@roasted@sour@nutty@vanilla@oil@resinous@peppery@caraway@carnation@bland@tobacco@honeysuckle@apple@hawthorne@mint@citrus peel@must@camphoraceous@balsamic@solvent@lime@floral@cherry@burnt@butter@storax@almond@wax@peach@orange@flower@musty@sulfurous@magnolia@phenolic@fir needle@grassy@shrimp@rose@mustard@parsley@woody@malt@licorice@rubber@potato@moss@pineapple@ethereal@brown@balsam@harsh@caramel@acidic@spicy@styrene,0.045201668984700974
heavy cream,butter,sour@grassy@bitter@bland,nutty@peach@citrus@balsamic@prune@apricot@ether@fresh@ethereal@rancid@soap@butter@oil@leafy@sour@caramel@fatty@grassy@orange@potato@coconut@balsam@bitter@burnt@spice@vanilla@truffle@phenol@peppery@sulfur@pineapple@bland@tobacco@cooling@smoke@malt@waxy@apple@bready@minty@rubber@roast beef@citrus peel@lemon@strawberry@cream@mint@cheesy@jasmin@lard@solvent@vegetable@very strong@hazelnut@alcoholic@butterscotch@nut@buttery@sweet@cultured dairy,0.10115563559957977
heavy cream,oregano,sour@grassy@bitter@bland,new mown hay@herbal@prune@powdery@wood@ether@citrus@odorless@butterscotch@bitter@smoky@sulfur@strong@berry@jasmin@lemon@spicy@oil@spice@leafy@roasted@floral@sour@nutty@vanilla@resinous@peppery@carnation@violet@bland@mint@tobacco@honeysuckle@apple@minty@alkane@raw@must@camphoraceous@leather@hawthorne@balsamic@solvent@fruity@cherry@burnt@butter@storax@cedar@almond@amber@peach@orange@musty@sulfurous@magnolia@phenolic@fir needle@wax@woody@grassy@chocolate@shrimp@sweet@rose@warm@mustard@malt@licorice@rubber@potato@moss@pineapple@ethereal@balsam@brown@harsh@acidic@cultured dairy,0.017413355874894336
heavy cream,egg,sour@grassy@bitter@bland,,0.022516082916368835
heavy cream,water,sour@grassy@bitter@bland,bitter@sour@grassy,0.01399745500818033
heavy cream,sugar,sour@grassy@bitter@bland,sour@grassy@bitter@bland,0.013510977669356352
heavy cream,mozzarella cheese,sour@grassy@bitter@bland,hop_oil@fat@apple@balsamic@musty@sulfurous@solvent@pungent@ethereal@rancid@fruity@ether@soap@hazelnut@acetophenone@sulfur@oil@leafy@sour@orange@lemon@sweaty@pineapple@peach@roast beef@burnt@coconut@nutty@alcoholic@fatty@citrus@truffle@phenol@green@tobacco@fermented@malt@unpleasant@waxy@ammonia@bready@raw@potato@spice@butter@hawthorne@cheesy@lard@lavender@dairy@cabbage@rubber@faint@very strong@odorless@must@peppery@yeast@woody@strong@wine@cultured dairy,0.01197373503283121
heavy cream,bell pepper,sour@grassy@bitter@bland,new mown hay@prune@alkane@powdery@wood@naphthyl@ether@citrus@odorless@bland@butterscotch@bitter@pungent@sulfur@sour@strong@ethereal@berry@caraway@lemon@paint@spice@acrylic@leafy@roasted@chocolate@alcoholic@nutty@vanilla@oil@dry@resinous@hazelnut@peppery@tallow@orange@violet@carnation@tobacco@lime@mint@honeysuckle@apple@hawthorne@chemical@minty@phenol@coconut@must@camphoraceous@butter@caramel@cheesy@herbal@balsamic@solvent@floral@magnolia@cherry@fruity@burnt@fatty@storax@sweat@geranium@almond@peach@musty@sulfurous@apricot@kiwi@wax@bean@rancid@earthy@phenolic@fir needle@soap@apple skin@grassy@ammoniacal@acidic@shrimp@sweet@rose@mustard@alkaline@smoke@malt@rubber@potato@pepper@moss@pineapple@brown@harsh@woody@balsam@cultured dairy,0.02022022022022022
heavy cream,ground beef,sour@grassy@bitter@bland,geranium@roasted@caramellic@mustard@citrus@balsamic@roast@wax@ether@ethereal@bean@rancid@bland@vegetable@earthy@peach@hazelnut@pungent@odorless@wasabi@sulfur@orange@egg@camphoraceous@fatty@coconut@nut@bready@grassy@lemon@tobacco@potato@crushed bug@sweaty@bitter@lactonic@roast beef@balsam@apple@garlic@cooling@cabbage@waxy@chocolate@sour@musty@jam@rose@butter@phenol@peppery@sweet@nutty@tallow@sulfurous@oil@green@raw@violet@unpleasant@syrup@ammonia@caramel@truffle@minty@solvent@rubber@harsh@citrus peel@burnt@hawthorne@floral@leafy@mint@beefy@acetic@jasmin@lavender@bloody@radish@alcoholic@yeast@chamomile@pineapple@spicy@soap@sulfury@dill@maple@cheesy,0.00915240748109829
heavy cream,mushroom,sour@grassy@bitter@bland,caramellic@peach@new mown hay@bitter@musty@sulfurous@prune@lemon@powdery@ether@fatty@citrus@rancid@odorless@minty@butterscotch@magnolia@phenolic@pungent@acetophenone@sulfur@soap@oil@sour@strong@berry@nut@grassy@orange@potato@crushed bug@sweaty@mushroom@shrimp@pineapple@roast beef@herbal@balsam@apple@acrylic@leafy@rose@roasted@burnt@coconut@alcoholic@spice@chocolate@nutty@banana peel@vanilla@resinous@hazelnut@phenol@floral@peppery@mustard@oily@violet@carnation@bland@tobacco@cooling@tutti frutti@honeysuckle@malt@unpleasant@bready@solvent@mint@medical@raw@butter@camphoraceous@mignonette@broom@lilac@hawthorne@blackcurrant@cheesy@moss@caramel@lard@balsamic@ethereal@waxy@fragrant@brown@cherry@harsh@acidic@woody@storax@beefy@almond@dill@cultured dairy@rubber@alkane,0.03358129649309245
heavy cream,spaghetti,sour@grassy@bitter@bland,,0.023885013739167196
heavy cream,milk,sour@grassy@bitter@bland,mustard@minty@peach@balsamic@musty@solvent@wax@pungent@naphthyl@fatty@ether@citrus@bland@soap@hazelnut@butter@ethereal@apple@sulfur@oil@leafy@sour@caramel@chocolate@grassy@orange@odorless@acrylic@burnt@coconut@alcoholic@vanilla@phenol@alkaline@potato@pineapple@smoke@waxy@bready@cheesy@spice@lemon@hawthorne@strawberry@bitter@acetic@rose@very strong@herbal@gardenia@acidic@cultured dairy,0.022416498542927595
heavy cream,red pepper flake,sour@grassy@bitter@bland,,0.03615012664057103
